id,company,department,job,base,work_begin,work_end,launch_time,dinner_time,wed,fri,workdays,summary,remark,category,suggestion,struct,welfare,is_foreign,domain
4943,恒生电子股份有限公司,经纪业务部,后端,杭州,9点or8点半,17点or18,12~13,18点,否,否,5or6or7,是,整体加班情况偏124，但不同bu情况不同，也存在996，部分部门出差较多，遇到难搞客户，例如招商，可能007,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， J 金融业,建议加上五险一金以及年终福利,,,,金融
4943,恒生电子股份有限公司,经纪业务部,后端,杭州,9点or8点半,17点or18,12~13,18点,否,否,5or6or7,是,整体加班情况偏124，但不同bu情况不同，也存在996，部分部门出差较多，遇到难搞客户，例如招商，可能007,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， J 金融业,建议加上五险一金以及年终福利,,,,互联网
4944,重庆荣途文化传播有限公司,设计部,设计,重庆,9点,规定5.30实际7点起步,12,无,无,部门周会开到一般7.30,大小周,全部人都有,前三月不交社保，通宵每月1-2次，平时7点之后走较多，加班没工资算调休，从19：00算加班开始半夜2点算加班完，只有这段时间算加班其他时间加班不算时间，然后手写申请表格去审批算系数，基本会给你0.9的系数以下，然后系数乘以加班时长就是调休时长，审批一周左右。,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， R 文化、体育和娱乐业,,,,,互联网
4945,烽火通信（fiberhome）,南京研发中心,后端,南京,8点半,5点半 忙时9点半,12点中间休息2个小时,5点半到6点半,不加班,不加班,5,有,同事相处融洽，工作相对轻松，没听说不签合同。,国企,,,,,其他
4946,厦门科拓通讯技术股份有限公司,软件中心,客户端,厦门,8:30-9:30,17:45-18:45,11:45,18:00,否,否,5,否,加班情况看部门，不强制加班，有个别部门加班情况普遍,C 制造业（通信）,,基层员工极少数35岁以上,,,其他
4947,华为,公共开发部-NCE,测试（测开）,东莞,9:30前园区打卡,8:30~10:00,12:00-14:00,18:00,活动日，可打完篮球再回来加班,早点回去，周末再加班,6（平均）,周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,基本上基层除了三年内新员工就是外包,,,互联网
4948,科大讯飞,项目管理部,其他,合肥,以客户工作时间为准,6点,2点 随便吃一口,7点,无,无,7,是,弹性作息,P 教育业,,,,,其他
4949,会展公司,项目部,其他,西安,09:00,18:00,15:00,不吃,否,特殊,5,周报,,R 文化、体育和娱乐业,,5月8日,,,其他
4950,609所,研发部门,设计,南京,08:00,17:00,11:40,,否,否,6,否,新人压力超级大,国企,,,,,其他
4951,名通科技,开发部,后端,深圳,08:30,17:45,11:25,17:45,否,否,5,周报,周二周四固定加班到20:30,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,添加薪资表、技术栈,,,,互联网
4952,锐捷网络,身份管理事业部,前端,上海,09:30,领导啥时候走我啥时候走,12：00~13：15,18:00,无,无,5,是,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,不建议来,,,,互联网
4953,小米,中国区,运营,北京,10:00,8：00~10：00,12：00-14：00,不一定，开会就吃不上,否,否,5,是,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， C 制造业（通信）,,,,,互联网
4954,字节跳动,商业化,运营,西安,08:50,7：30-8：30,12：00-13：30,无,倡导高效完成工作的日子，但缺乏执行，形同虚设,无,5（+1）月末最后一周必单休，月中不固定单休,新老人都写日报,西安这边，LD会要求上下班时间，最早可到8：30-最晚可到10：30,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4955,上海联影医疗科技有限公司,医疗软件部,后端， 前端， 产品， 安全， 测试（测开）， 算法， 全栈， 客户端,上海,09:30,加班8:30 /不加班6:15,12:00,06:00,否,否,大小周,是,.NET 氛围舒适，节奏平缓,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， C 制造业（机械）,,,,,互联网
4956,中国融信地产公司河南区域,成本部,成本部员工,郑州,09:00,18：00（大部分人是延后1、2小时才走）,12:20,18:30—19：00,否,否,5—6,是,说是双休，主要看事项的紧急程度，经常周末在家办公,K 房地产业,,,,,其他
4957,深圳市联软科技股份有限公司,售后工程师,其他,上海,08:30,17:30,12:00-13:00,无,否,否,5,日报,经常跑客户现场提供技术支持，所以上下班时间基本由客户公司上下班时间来定，遇到重大变更，加班到一两点钟也是会有的，而且没有加班工资和餐补什么的,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,薪资表,,,,互联网
4958,百安居,信息技术部,后端， 前端， 产品， 安全， 运维（SRE）， 测试（测开）， 算法， 数据分析， 全栈， 设计， 客户端,上海、武汉、北京,09:00,20:00,12:00-14:00,18:00,否,是 18:00可以走,5,,会定期查考勤，加班不够的会被找去谈话,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， E 建筑业（包括土木 装修）， F 批发和零售业,,2月10日,,,互联网
4959,天融信,大数据产品线,后端,北京,10:00,18:30,11:45,17:30,否,否,5,日报,ToB模式，产品不够精致，技术一般，项目管理相对混乱,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4960,新合作商业管理有限公司-重庆,企划部,设计,重庆,8.3,5.3,12:00,无,无,无,7,是,随时强制停休，日常一月休4天，不能连续休，休息提前报备，公司官僚主义浓重，阶级森严，号称国企，勾心斗角。,L 租赁和商务服务业,薪资表,5月9日,,,其他
4961,字节,支付,后端,深圳,10:30,22:00,2h,1h,双周活动日,有事可以早走,5,可写,氛围很好，大家都是好朋友,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4962,东软集团股份有限公司,医疗,客户端,沈阳,08:30,05:30,11:30,回家,否,否,5,是,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4963,南京欣网互联网络科技有限公司,电商1,设计,南京,9,5.3,11.30-1.30,下班后,否,否,5,是,环境好，工资低,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4964,燃塑科技（北京）有限公司,技术团队,后端， 前端， 产品,北京,10:00,19:00,1200-1330,1700,否,否,5,否,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， R 文化、体育和娱乐业,,,,,互联网
4965,工商银行软件开发中心,工商银行软件开发中心,算法,北京,08:30,理论上5:30,11:30,05:30,否,否,5,否,没有一天是早于七点下班的，八九点也经常，每月还有加班工时排名,J 金融业， 国企,,,,,金融
4966,邮储总行,风险部,数据分析,北京,08:30,规定5:30 但有闲有忙，我们部门平均下班时间比较晚，我们条线平均下班7:00-8:00,11:20-13:30 有食堂免费,5:30-6:30 有食堂收费,无,无,5 周六可能被叫回来加班,无,看领导，每个组不同，有的5:30正常走，有时候上线通宵也有,J 金融业,,,,,金融
4967,复杂美,研发,后端， 前端， 测试（测开）,杭州,9月10日,6月7日,2,半小时,否,否,5,前3个月需要周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4968,牧原集团,智能化,算法,南阳,8,20,12月2日,6-7点半,否,否,6,周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， C 制造业（机械）， A 农、林、牧、渔业,,,,,互联网
4969,广东三三智能科技有限公司,研发部,后端， 前端,汕头,08:00,20:00,12:00,17:30,周三17:30下班,否,6,是,无年假 ，工资低，涨薪难，整天谈狼性文化，但从来不给狼吃肉,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4970,中国石化,某石化炼油厂,其他,某地级市,早8点/晚8点,早8点半/晚8点半,12点,6点,否,否,4天一轮,,倒班,国企,,,,,其他
4971,重庆长厦安基建筑设计有限公司武汉分公司,结构设计部,设计,武汉,9:30。早上打卡是弹性的，前一天加班太晚可推迟,经常10:00，偶尔可以早下班，有时会通宵到一两点甚至到早上,12:00-14:00,六点后，不限时,水果下午茶,周四下午可以去参加体育活动,基本6天起步，偶尔要上7天。休两天的很少见,否。但所有人都要填写工时,,E 建筑业（包括土木 装修）,,1/17，好像一个都没有，不太确定,,,其他
4972,海尔生物医疗,软件研发部,全栈,青岛,09:00,17:30,12:00-12:30,无,否,否,6,有,所有人都要写日报、周报、月报、季度报、年报，每周晚上两次日清会，每周六周清会,民营企业,,,,,其他
4973,网易,有道事业群,运营,广州,9点半,6点（基本7点就无人了）,12点,6点,否,否,5,一个月日报，平时无周报日报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,广州网易，除游戏和个别部门外，其他加班不重！！这点超级友好,,,,互联网
4980,中煤西安设计工程有限责任公司,矿山/采矿,设计,西安,08:30,约22:00（根据任务轻重可变动）,11:30,18:00,否,是，一般下午17:00正常下班,5（周末新人概率性加班，老人常态化加班）,否,央企,B 采矿业， 国企,薪资表，时薪表,,,,其他
4981,国信证券,投行部,其他,深圳/上海/杭州,9：00am,11:00pm,1h,1h,否,否,平均6天,否,,J 金融业,,,,,金融
4982,华为,电商产品部,前端,武汉,9:00-9:30,9:00-23:00,12:00-13:30,18:00-19:00,可以早走，一般转测不能早走,可以早走,5,周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,15/50,,,互联网
4983,广州四三九九,手游研发部门,后端,广州,9点,9点,12:00~13:30,18:00~19:30,否,是,5,周报,压榨成风，死命堆工作量,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,3/32,,,互联网
4984,百度,健康业务部,后端,北京,10:00,22:00,12月14日,18:00,周会,否,5,日报,午休时间，晚饭时间经常会开会，影响休息,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4985,有赞,客户成功,运营,深圳,09:30,22:00,12:00-13:00,19:00~20:00,偶尔有公司活动,加班最严重的一天,7,是,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,建议增加公司福利，我们可以填有无免费餐补、超过X点下班可以打车等,1/40,,,互联网
4986,山东捷瑞数字,营销,后端， 前端， 产品， 运营， 安全， 运维（SRE）， 测试（测开）， 算法， 数据分析， 全栈， 设计， 客户端， 其他,烟台,08:30,17:30-不固定,12:00-13:00 午饭+午休,加班到晚上8点有加班餐,无,无,大小周,所有人每天都写，抄送部门所有人,内卷的很。一年组织1-2次红X月，以月为单位强制加班,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,无,5/50,,,互联网
4987,天风证券,经纪业务线,其他,武汉,08:30,18:00,11:30,19:00,否,否,5,,,J 金融业,,,,,金融
4988,盛和,游戏开发,客户端,杭州,9,6,12月13日,18-17,否,否,大小周,根据项目组决定,之前单休，压缩午休的半小时改为大小周；晚上加班19-21，算1%工资；工作压力倒不是很大。,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4989,珠光地产,珠光御讯科技,适用于任何岗位,广州,8:30（无需打卡，可以到九点）,05:30,12:00-14:00（11:40就能开溜吃饭）,17：30就开溜了，几点吃取决于自己,无,无,5,否,每月初一十五，中午吃斋。,K 房地产业,,8月15日,,,其他
4990,广州点盛,市场部,产品， 其他,广州,09:00,18:00,,12：10-13：30,否，但周四会有下午茶,有运动场地,5,是,整体还不错，之前考勤还比较严，但周年的时候公司也给大家增加了很多福利，目前考勤就还好，全勤比较容易拿。零食柜和咖啡机都有，不经常加班，饭菜也好吃，部门间的沟通比较少一些，但团队小伙伴都很好。双休，无996、内卷的气氛就很不错,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4991,杭州金通互联科技集团,研发,前端,杭州,9:00-9:30,18:00-18:30,12:00,18:00,否,否,5,周报,,S 公共管理、社会保障和社会组织， G 交通运输、仓储和邮政业， 国企,,,,,其他
4992,深海游戏,tapfuns 运营部,运营,广州,9点,6点半,12点,6点半,否,否,5,日报/周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,0,,,互联网
4993,上海任意门科技有限公司,研发中心,后端,北京,10,10,,,,,5,,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4994,好未来,学而思网校,客户端,北京,10:00-10:30,19:00-20:00,12:00-14:00,19:00-19:40,否,否,5,周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， P 教育业,,,,,互联网
4998,广州云智达创,兴趣电商,高级内容策划主管,广州,09:30,不定时，有时18:30，有时05:00,12:30-14:30,无,否,否,5，不定期加班,否,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,薪资表,,,,互联网
4999,东软集团,管理医疗,客户端,沈阳,09:00,08:30,11:20,05:30,周三加班,周五不加,5,必填日报,目前134加班,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,50%,,,互联网
5000,字节跳动,大力智能,设计,上海,10:30,20:00-22:00,12:00-14:00,18:50-19:50,双周活动日，可以6点下班,否，不过一般周五大家都7点多就跑路,5,全员周报/双周报,氛围融洽，不卷，leader nice,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,0/60,,,互联网
5001,神软,智能研发部,后端， 前端， 运营， 运维（SRE）,成都,9,18.30（根据项目可能延后）,12.00后,回家,否,否,5,是,公司内部人员有针对性，可能职场常态，都会有一些舔狗伴随领导左右，得罪人也要把领导服侍得舒舒服服的，假期福利没有，生活补助400,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
5002,超图软件,工程中心,数据分析， 其他,重庆,09:00,18:00,12:00,19:00,否,否,7,是,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,1月8日,,,互联网
5003,Zoom,Client,客户端,合肥,9点,6点,一般11点出头人就去吃饭了。1点半之后才有人开始工作,回家吃,不,不,5,,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， 外企,,,,,外企
5003,Zoom,Client,客户端,合肥,9点,6点,一般11点出头人就去吃饭了。1点半之后才有人开始工作,回家吃,不,不,5,,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， 外企,,,,,互联网
5004,IBM,GBS,运维（SRE）,新加坡,09:30,06:00,12:00,06:30,否,否,5,否,无,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， 外企,,太多了,,,外企
5004,IBM,GBS,运维（SRE）,新加坡,09:30,06:00,12:00,06:30,否,否,5,否,无,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， 外企,,太多了,,,互联网
5005,北京某电商公司,京东运营,运营,北京,9,22,11：30-1：00,6：30-7：30,无,无,5.5（大小周）,需要,无,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,薪资表、内推表,1月30日,,,互联网
5006,当当,产品运营中心,产品,北京,弹性，一般偏互联网方向的（技术，产品，运营等）10点-11点，偏出版方向的9点,要求月平均工时10小时，不过不满暂时没发现会处罚，大多人是平均工时都在9.5-10之间，基本晚上8-10点下班，出版6-7点,12月14日,18-19,否,否,5,周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， R 文化、体育和娱乐业,不建议来，很乱很杂,基本领导都是35+，35岁以上的不少，基本都是在当当工作了好多年的,,,互联网
5007,OPPO,数智工程系统,后端,成都,09:30,09:00,12:00,06:00,晚上是运动日,,5,是,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， C 制造业（通信）,,2月20日,,,互联网
5008,点盛eyougame,技术部,后端， 前端， 安全， 运维（SRE）， 全栈,广州,09:00,18:00,12:10,回家,水果,自愿报名打球,5,无,公司好多活动还是不占用休息时间的那种 爽歪歪，定期水果下午茶，不加班就很好除非自己事情干不完，还是比较自由的,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,加薪资表，冲！,,,,互联网
5009,卓尔智联研究院,研发一部,后端， 前端， 产品， 运维（SRE）， 测试（测开）,武汉,09:00,19:00,11:40 ~ 13:30,,,,5,要求填禅道，很形式化，于是公司有个大佬弄了个谷歌浏览器插件，可以快速填。,公司加班算调休，平常晚上8点开始算加班。。。相当于你6点到8点这之间都不算。目前要求每天晚上7点下班。,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
5010,临研通（天津）科技有限公司,开发部,后端， 前端， 产品， 测试（测开）， 数据分析,郑州,08:50,18:00,12:00,18:00,无,无,5,是,一般下午6点半左右清空办公室,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,医药研发行业也可以加上吧,1月12日,,,互联网
5011,阿里蚂蚁,技术风险部,后端,成都,10:00,18:00～21:00,11:30～13:30,17:30～19:00,是，自由活动,是，17:30可走,5,新人日报，无周报,氛围挺好，不卷。业务不算核心。,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， J 金融业,,,,,金融
5011,阿里蚂蚁,技术风险部,后端,成都,10:00,18:00～21:00,11:30～13:30,17:30～19:00,是，自由活动,是，17:30可走,5,新人日报，无周报,氛围挺好，不卷。业务不算核心。,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， J 金融业,,,,,互联网
5012,苏州逸美徳科技股份有限公司,研发部,电气工程师,苏州,8,10,1小时,0.5小时,否,否,7,是,工作时间很长，忙的时候连着几个月早8.00晚23.00，有时到凌晨，周日可能会下17.00或者20.00,C 制造业（机械）,,3月20日,,,其他
5013,江西掌中无限科技有限公司,研发部,后端， 前端， 客户端,南昌,08:30,17:30(夏时令) 18:00(冬时令),12:00,N/A,N/A,N/A,大小周,是(正式员工也需要写),大坑，误入(年会抽奖有数个人抽到了<新年快乐>),I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,加个薪资表吧,,,,互联网
5014,武汉良仓科技有限公司,运营部,运营,武汉,09:00,18:00,12:00,下班后,否,否,5,是,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， E 建筑业（包括土木 装修）， P 教育业,,0/10,,,互联网
5015,中科星图空间技术有限公司,空天事业部,后端， 前端,西安,9,18,11:40,无,否,否,5,无,国企性质，出差有点多，补助高，福利好,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， 国企,对于有经验的大龄码农是个好地方，不建议应届生来该部门,35岁以上很多，40多岁码农也有,,,互联网
5016,中建二局,商务部,其他,郑州,7.3,18,11.3,18,否,否,七,是,,E 建筑业（包括土木 装修）,希望加上薪资表，看看有多少打工人在水深火热之中,0/8,,,其他
5017,中建二局,技术部,其他,广州,07:00,正常下班6点,11:30-14:00,下午6点过后,否,否,7,否,,E 建筑业（包括土木 装修）， 国企,,,,,其他
5018,贝壳找房,市场,市场公关,武汉,早9,晚6,12点-13点，1小时,无,无,无,5（偶尔加班）,每周周报，月度/季度/年度述职,无,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， K 房地产业,城市内推表、薪资水平,2月9日,,,互联网
5019,ucloud,网络运维,运维（SRE）,上海,10点,一般6点半到7点之间,12点到2点,回家吃,否,否,5,无,平日里没事就看股市币圈,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
5020,河南中钢网集团有限公司,产品管理部,后端， 前端， 产品， 运营， 设计,河南郑州,8.3,冬 5:30 夏 6:00,冬12:00-1:00 夏12:00-13:30,06:00,不特殊,不特殊,6,所有人都日报，晨会，夕会，月度例会,公司经常搞动员，搞大会，公司组织的销售任务也会派给研发部门，老板一言堂，管理层竞争激烈，经常搞内斗，打小报告;所有员工冬夏都要穿工装，戴工牌，还经常检查着装，少扣一个扣子都全公司通报，入职转正要考公司企业文化，背公司十大军规，动不动还要抽查，加班给加积分(美其名曰价值观积分，年底才兑现，4个小时兑1分，1分是1%的工资)，研发部门劳动合同签的是子公司，工资构成比例50%工资50%绩效，完美避免法律风险,L 租赁和商务服务业,,2月20日,,,其他
5021,vivo,保密,运营,深圳,10点,21-23点，如果老板要求聚餐，那需要陪到凌晨2-5点,12-14点,18-19点,否,否,5,是,考勤迟到早退要罚款，日常加班没有调休或加班工资,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， C 制造业（通信）,无,不知道,,,互联网
5022,中国医学论坛报,学术传播中心,其他,北京,10:00,最早20:00,11:30,17:00,否,否,7*24,全员周报+月报+期刊进展,新媒体小编,R 文化、体育和娱乐业,添加薪资表、试用期时间、试用期和正式员工存在的差别待遇,1/4，高管居多,,,其他
5023,某省属证券公司,资管部门,承做,北京,09:30,18:00-4:00不等，偶尔通宵，根据项目进度不一样，21-23点比较常见,12:00-13:30,18:00以后,否,否,5-7天，根据项目进度不一样，忙的时候国庆春节也没得休息,否,没有加班费、没有调休、没有加班餐、没有班车、10月还没发去年奖金,J 金融业,,0/0,,,金融
5024,圣戈班磨料磨具,产品,产品,上海,08:30,17:30,12:00,,否,否,5,,,C 制造业（机械）,,,,,其他
5025,某地产,推广部,运营,深圳,09:00,平均19:00,12:00-13:30,19:00-20:00左右,,没啥,5,否,工作门槛较低 ,K 房地产业,添加薪资吧  不想再被HR压价了,0 / 10,,,其他
5026,安永会计师事务所,不便透露,其他,某北方二线城市,09:30,一般18：00，忙季最早22：00，最晚不定,12：30—13：30,18：00—19：00,否,否,一般5天，忙季6或7天,否,忙季一般在11月至来年4月,L 租赁和商务服务业,,20人以下/100-200人,,,其他
5027,宁德时代,ME,其他,宁德,08:30,20:30,11:00~13:00中的半小时,17：00~19:00中的半小时,否,否,6~7,周报日报都要还有每月答辩,没有午休,C 制造业（其他包括纺织 汽车 金属冶炼等）,,,,,其他
5028,锅圈,信息技术部-架构组,前端,上海,09:00,18:00,12:00-13:00,随便,否,否,5,周报,比较闲，就是摸鱼-.-,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， F 批发和零售业,,,,,互联网
5029,吉屋,产品运营中心,产品， 运营,深圳,9,18，冲刺就20或21,11.5,回去吃，冲刺就公司吃,否,否,5,是,冲刺多、变动多,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， K 房地产业,无,0,,,互联网
5030,宝宝巴士,渠道事业部,设计,福州,08:30,18:00,12：00-13：30,,否,否,5,否,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， P 教育业,,,,,互联网
5031,财联社,研发,后端， 前端， 产品， 测试（测开）,上海,09:00,18:00,11:30-13:30,,无,无,5,周报,都缺人，欢迎投简历,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， J 金融业， 国企,,,,,互联网
5031,财联社,研发,后端， 前端， 产品， 测试（测开）,上海,09:00,18:00,11:30-13:30,,无,无,5,周报,都缺人，欢迎投简历,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， J 金融业， 国企,,,,,金融
5032,丰田4S店,售后,其他,青岛,8,5.3,12.3,无,否,否,7,否,弹性休班  一月四天,O 居民服务、修理和其他服务业,添加相亲表,50/110,,,其他
5033,松果出行,大市场部,其他,北京,10:00,10:00-次日凌晨2:00，晚不封顶,12:00-13:00,18:00-19:00,否,否,大小周，5-6天，有会议时7天，无加班费,不止新人，老人也是日报、周报、日会、周会,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,0/100,,,互联网
5036,泰豪,VR研究院，研发部门,客户端,南昌,08:30,18:00,12,下班了,否,否,5,日报，周报,刚成立的新部门，团队年轻有活力，氛围好，老板人好，但是有大公司通病，有形式主义活动，时不时会有公司学习，考核活动。,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， R 文化、体育和娱乐业,信息有实效和真假，每个人都有情绪和偏见，能不能让词条可以被点赞或者反对来增加词条的可信度。,,,,互联网
5037,蓝色创想,棋牌,产品,北京,08:30,18:30（7成员工晚上10点以后下班）,12:00-13:30,6.30以后,无,6.30下班,5,日报/周报/周会,7成员工晚上9点以后下班，住公司附近有房补（方便你加班）,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
5038,十方教育,荔枝微课,运营,深圳,9：30之前打卡不算迟到,一般在七点左右,12-14点,下班吃,无,无,5,试用期日报+周报，转正后周报+季度汇报,报表占据一大半工作时间，每天都是表，工作容易背锅，五险一金只交最低档，坑,P 教育业,无产阶级联合起来！,年轻人居多，女人居多,,,其他
5039,Adtiming,Gappx,产品,北京,10,正常7点，但一般会9点之前,12,,Zoomday,,5,是,公司人傻钱多速来,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,1月10日,,,互联网
5040,森果（武汉小果科技有限公司）,产品研发,后端， 前端,武汉,09:00,18:30,12:30-14:00,,,周五要求不加班,5,是,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， F 批发和零售业,,,,,互联网
5041,美团,POI中心,运营,上海,10点-10点半,早20点半-21点半，晚24点-1点,12点-14点,18点-20点之间的一小时,无,无,5,是,各级主管周末都需要抽时间出来准备周报周会内容,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,薪资表,1月20日,,,互联网
5042,武汉易趣科技,中台,后端， 前端， 产品， 运营,武汉,09:00,18:30,12:00-13:30,18:30,否,否,5月6日,否,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
5043,哔哩哔哩,轨迹工作室,后端,上海,10:00,19:00,12:00,19:00,否,否,5,否,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
5044,MetaApp,MetaVerse-编辑器组,?UE4 C++工程师,北京,10:00-10:30,21:00-22:00,12:00-13:00,18:00,否,否,大多数5，少数5.5,日报+周报,比较弹性自由，团队氛围和谐，大家都是年轻人，领导也很好沟通,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
5045,杭州滨江一兆韦德,运营,运营,滨江,10点,22点,11点30分,17点30分,否,否,3~4天,否,做一休一,R 文化、体育和娱乐业,我想看看其他行业的薪资表,3月6日,,,其他
5046,中铁某局,工程部,施工员,广州,07:30,10,11:30,06:30,否,否,7,是，每周有周报,虽然看起来有下班时间，但实际上任何时间有事都会叫你去处理，包括半夜，基本等于007,E 建筑业（包括土木 装修）,,0/10,,,其他
5047,BT学院,后台部门,后端， 产品， 运营， 测试（测开）,深圳,09:30,18:30（以后）,12:00,18:30,否,否,大小周,新员工每天日报，老员工周报,卷，氛围僵硬，需求巨多，每天工作量很充实，加班是常态，新人前几个月基本每个都要到21-22点，熟悉业务后 19-20点，没有人带你，全靠自己摸索，绩效考核巨坑。年终奖表面说绩效好2-3月，实际领个几天工资。加薪难，晋升难。阿里味巨重。,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， P 教育业,薪资一般,1/180,,,互联网
5048,某SME金融私企,风控管理,运营， 算法， 数据分析,成都,10:30之前,18:00 一般18:30走,12-13:30,回家吃,无,casual Friday,5,全员周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， J 金融业,想看看大家的薪资水平,5/80,,,金融
5048,某SME金融私企,风控管理,运营， 算法， 数据分析,成都,10:30之前,18:00 一般18:30走,12-13:30,回家吃,无,casual Friday,5,全员周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， J 金融业,想看看大家的薪资水平,5/80,,,互联网
5049,MetaApp,移动端,?iOS工程师,北京,10:00-10:30,21:00-22:00,12:00-13:00,18:00,否,否,大多数5，少数5.5,日报+周报,比较弹性自由，团队氛围和谐，大家都是年轻人，领导也很好沟通,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
5053,滴滴,安全事务部,运营,北京,10:30,21:00,12:30,18:30-20:00,否,是 可能早点下班,5,是 周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， G 交通运输、仓储和邮政业,,1月8日,,,互联网
5054,北京所思信息科技有限责任公司,SKYBOX,全栈， 客户端,北京,10点,19点,3小时,1小时,否,否,5,否,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,0,,,互联网
